asn,communityGroupsAndNonprofits,computerAndInformationTechnology,educationAndResearch,financeAndInsurance,governmentAndPublicAdministration,healthCareServices,other,"media,Publishing,AndBroadcasting",service,"agriculture,Mining,AndRefineries(farming,Greenhouses,Mining,Forestry,AndAnimalFarming)",constructionAndRealEstate,"museums,Libraries,AndEntertainment",utilities(excludingInternetService),travelAndAccommodation,"freight,Shipment,AndPostalServices","retailStores,Wholesale,AndE_commerceSites",manufacturing
29673,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29791,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29860,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30885,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31079,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31581,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31614,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31747,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32082,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32612,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32858,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33079,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33080,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33343,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33353,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33891,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34073,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34840,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35506,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35559,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35871,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36040,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36090,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36351,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36673,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36873,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36890,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36929,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36992,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37154,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37206,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
37224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37452,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
37463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37468,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37472,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37582,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37617,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
37662,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37780,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37963,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38621,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38682,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38708,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
38755,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38891,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38892,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38930,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39386,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39909,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40565,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40808,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40959,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41379,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41706,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
41707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42437,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42894,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43410,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44407,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44421,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44896,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45220,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45379,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45396,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45442,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45773,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45973,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
45984,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45990,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45998,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
46018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46293,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
46383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46590,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46839,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47152,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47524,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48037,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48782,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48850,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48987,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49090,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49205,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
49329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49511,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49624,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50061,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50561,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51090,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51228,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
51402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52243,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52250,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52255,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52308,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
52314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52357,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52361,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52364,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52440,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
