asn,as_name,top_level_category,sub_category
17851, Korea Petroleum Quality & Distribution Authority (K-Petro),EnergyAndUtility,
38682,NIERNET-AS-KR National Institute of Environmental Research,EducationalResearch,ResearchInstitutes
38682,NIERNET-AS-KR National Institute of Environmental Research,Government,Executive
38682,NIERNET-AS-KR National Institute of Environmental Research,Government,FederalNational
9706,PETISNET-AS BUSAN EDUCATION RESEARCH & INFORMATION INSTITUTE,EducationalResearch,ResearchInstitutes
9706,PETISNET-AS BUSAN EDUCATION RESEARCH & INFORMATION INSTITUTE,Government,Executive
9706,PETISNET-AS BUSAN EDUCATION RESEARCH & INFORMATION INSTITUTE,Government,FederalNational
10183,KCISA-AS-KR Korea Culture Information Service Agency,Government,Executive
10183,KCISA-AS-KR Korea Culture Information Service Agency,Government,FederalNational
10183,KCISA-AS-KR Korea Culture Information Service Agency,Government,Agencies
45990,HIRANET-AS-KR Health Insurance Review Assessment Service,Government,Executive
45990,HIRANET-AS-KR Health Insurance Review Assessment Service,Government,FederalNational
45990,HIRANET-AS-KR Health Insurance Review Assessment Service,Government,Agencies
45990,HIRANET-AS-KR Health Insurance Review Assessment Service,Health,Insurances
7557,KTNET-AS Korea Trade Network,Government,Executive
7557,KTNET-AS Korea Trade Network,Government,FederalNational
7557,KTNET-AS Korea Trade Network,Finance,Entities
38708,KOREAEXIM-AS-KR EXPORT-IMPORT BANK OF KOREA,Government,Executive
38708,KOREAEXIM-AS-KR EXPORT-IMPORT BANK OF KOREA,Government,FederalNational
38708,KOREAEXIM-AS-KR EXPORT-IMPORT BANK OF KOREA,Government,Agencies
38708,KOREAEXIM-AS-KR EXPORT-IMPORT BANK OF KOREA,Finance,CreditUnion
3608,KRC-AS-KR Korea Rural Community Corporation,Government,Executive
3608,KRC-AS-KR Korea Rural Community Corporation,Government,FederalNational
55616,Daegu Gyeongbuk Institute of Science and Technology,EducationalResearch,ResearchInstitutes
55616,Daegu Gyeongbuk Institute of Science and Technology,Government,Executive
55616,Daegu Gyeongbuk Institute of Science and Technology,Government,FederalNational
1781,KAIST-DAEJEON-AS-KR Korea Advanced Institute of Science and Technology,EducationalResearch,ResearchInstitutes
1781,KAIST-DAEJEON-AS-KR Korea Advanced Institute of Science and Technology,Government,Executive
1781,KAIST-DAEJEON-AS-KR Korea Advanced Institute of Science and Technology,Government,FederalNational
10186,REDCROSSNET-AS-KR Korean Red Cross,Government,FederalNational
10186,REDCROSSNET-AS-KR Korean Red Cross,Health,Hospitals
17591,KRFNET-AS-KR National Research Foundation of Korea,EducationalResearch,ResearchInstitutes
17591,KRFNET-AS-KR National Research Foundation of Korea,Government,Executive
17591,KRFNET-AS-KR National Research Foundation of Korea,Government,FederalNational
17591,KRFNET-AS-KR National Research Foundation of Korea,Government,Agencies
9707,WORKNET-AS Korea Employment Information Management Agency,Government,Executive
9707,WORKNET-AS Korea Employment Information Management Agency,Government,FederalNational
9707,WORKNET-AS Korea Employment Information Management Agency,Government,Agencies
9970,KUT-AS Korea University of Technology and Education,EducationalResearch,University
9970,KUT-AS Korea University of Technology and Education,Government,Executive
9970,KUT-AS Korea University of Technology and Education,Government,FederalNational
10050,NL-AS-KR The National Library of Korea,Government,FederalNational
10050,NL-AS-KR The National Library of Korea,TvRadioCulturalAmenities,
9455,Korea Education and Research Information Service,Government,Executive
9455,Korea Education and Research Information Service,Government,FederalNational
9455,Korea Education and Research Information Service,Government,Agencies
17584,ICE-AS-KR Inchon Metropolitan Office Of Education,Government,Executive
17584,ICE-AS-KR Inchon Metropolitan Office Of Education,Government,CityCountyMunicipality
38693,TSNET-AS-KR Korea Transportation Safety Authority,Government,Executive
38693,TSNET-AS-KR Korea Transportation Safety Authority,Government,FederalNational
38693,TSNET-AS-KR Korea Transportation Safety Authority,Transportation,TransitAuthority
18310,SKB-VITSSEN-AS-KR SK Broadband Co Ltd,Access,SmallISP
18310,SKB-VITSSEN-AS-KR SK Broadband Co Ltd,Mobile,
18310,SKB-VITSSEN-AS-KR SK Broadband Co Ltd,Government,Executive
18310,SKB-VITSSEN-AS-KR SK Broadband Co Ltd,Government,FederalNational
38388,KCOPA-AS-KR Korea Copyright Protection Agency,Government,Executive
38388,KCOPA-AS-KR Korea Copyright Protection Agency,Government,FederalNational
38388,KCOPA-AS-KR Korea Copyright Protection Agency,Government,Regulators
1237,KREONET-AS-KR Korea Institute of Science and Technology Information,EducationalResearch,AcademicBackbone
1237,KREONET-AS-KR Korea Institute of Science and Technology Information,Government,FederalNational
131795,KIER-AS-KR KOREA INSTITUTE OF ENERGY RESEARCH,EducationalResearch,ResearchInstitutes
131795,KIER-AS-KR KOREA INSTITUTE OF ENERGY RESEARCH,Government,Executive
131795,KIER-AS-KR KOREA INSTITUTE OF ENERGY RESEARCH,Government,FederalNational
55613,KAB-AS-KR KOREA APPRAISAL BOARD,Government,Executive
55613,KAB-AS-KR KOREA APPRAISAL BOARD,Government,FederalNational
55613,KAB-AS-KR KOREA APPRAISAL BOARD,Government,Agencies
55604,"Korea Minting, Security Printing and ID Card Operating Corporation",Government,Executive
55604,"Korea Minting, Security Printing and ID Card Operating Corporation",Government,FederalNational
9489,KARINET-AS Korea Aerospace Research Institute,EducationalResearch,ResearchInstitutes
9489,KARINET-AS Korea Aerospace Research Institute,Government,Executive
9489,KARINET-AS Korea Aerospace Research Institute,Government,FederalNational
2385,KRIBB-AS-KR KRIBBKorea Research Institute of Bioscience Biotechnology,EducationalResearch,ResearchInstitutes
2385,KRIBB-AS-KR KRIBBKorea Research Institute of Bioscience Biotechnology,Government,Executive
2385,KRIBB-AS-KR KRIBBKorea Research Institute of Bioscience Biotechnology,Government,FederalNational
10166,KOWANET-AS-KR Korea Water Resources Corporation,Government,Executive
10166,KOWANET-AS-KR Korea Water Resources Corporation,Government,FederalNational
10166,KOWANET-AS-KR Korea Water Resources Corporation,Government,Agencies
10166,KOWANET-AS-KR Korea Water Resources Corporation,EnergyAndUtility,
9487,KTFC1120-AS-KR Korea Technology Finance Corporation,Government,Executive
9487,KTFC1120-AS-KR Korea Technology Finance Corporation,Government,FederalNational
9487,KTFC1120-AS-KR Korea Technology Finance Corporation,Finance,Entities
38112,HUGC-AS-KR Korea Housing Urban Guarantee Corporation,Government,Executive
38112,HUGC-AS-KR Korea Housing Urban Guarantee Corporation,Government,FederalNational
45397,KFPP-AS-KR KOREA FOUNDATION FOR THE PROMOTION OF PRIVATE SCHOOL,Government,Executive
45397,KFPP-AS-KR KOREA FOUNDATION FOR THE PROMOTION OF PRIVATE SCHOOL,Government,FederalNational
17841,NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE,Government,Executive
17841,NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE,Government,FederalNational
9275,KASI-AS-KR Korea Astronomy Observatory,Government,Executive
9275,KASI-AS-KR Korea Astronomy Observatory,Government,FederalNational
38125,FREEWAY-AS-KR Korea Expressway Corporation,Government,Executive
38125,FREEWAY-AS-KR Korea Expressway Corporation,Government,FederalNational
38125,FREEWAY-AS-KR Korea Expressway Corporation,Transportation,TransitAuthority
55620,KNOC-AS-KR KNOC,Government,Executive
55620,KNOC-AS-KR KNOC,Government,FederalNational
55620,KNOC-AS-KR KNOC,EnergyAndUtility,
9458,POBA-AS-KR Public Officials Benefit Association,Government,Executive
9458,POBA-AS-KR Public Officials Benefit Association,Government,FederalNational
9854,Korea Tourism Organization,Government,Executive
9854,Korea Tourism Organization,Government,FederalNational
45379,UNIST-AS-KR Ulsan National Institute of Science and Technology,EducationalResearch,ResearchInstitutes
45379,UNIST-AS-KR Ulsan National Institute of Science and Technology,Government,Executive
45379,UNIST-AS-KR Ulsan National Institute of Science and Technology,Government,CityCountyMunicipality
45973,Korea Trade-Investment Promotion Agency,Government,Executive
45973,Korea Trade-Investment Promotion Agency,Government,FederalNational
45973,Korea Trade-Investment Promotion Agency,Government,Agencies
45973,Korea Trade-Investment Promotion Agency,Finance,Entities
45998,NMC-AS-KR National Medical Center,Government,Executive
45998,NMC-AS-KR National Medical Center,Government,FederalNational
45998,NMC-AS-KR National Medical Center,Health,Hospitals
10161,Animal and Plant Quarantine Agency (QIA),Government,Executive
10161,Animal and Plant Quarantine Agency (QIA),Government,FederalNational
10161,Animal and Plant Quarantine Agency (QIA),Government,Agencies
17582,KIC-AS-KR Korea Investment Corporation,Government,Executive
17582,KIC-AS-KR Korea Investment Corporation,Government,FederalNational
17582,KIC-AS-KR Korea Investment Corporation,Finance,Entities
9685,Korea Agriculture Technology Promotion Agency- KOAT ,Government,Executive
9685,Korea Agriculture Technology Promotion Agency- KOAT ,Government,FederalNational
9685,Korea Agriculture Technology Promotion Agency- KOAT ,Government,Agencies
17574,SMGCC-AS-KR Seoul Metropolitan Government Computer Center,Government,Executive
17574,SMGCC-AS-KR Seoul Metropolitan Government Computer Center,Government,CityCountyMunicipality
9860,NHIS-AS-KR National Health Insurance Service,Government,Executive
9860,NHIS-AS-KR National Health Insurance Service,Government,FederalNational
9860,NHIS-AS-KR National Health Insurance Service,Health,Insurances
45384,EXTKSURE-AS-KR Korea trade insurance corporation,Government,Executive
45384,EXTKSURE-AS-KR Korea trade insurance corporation,Government,FederalNational
9633,SLC-AS-KR SUDOKWON Landfill Site Management Corp,Government,Executive
9633,SLC-AS-KR SUDOKWON Landfill Site Management Corp,Government,FederalNational
17865,SCOURT-AS-KR Supreme Court of Korea,Government,Judiciary
17865,SCOURT-AS-KR Supreme Court of Korea,Government,FederalNational
17844,NPS01-AS-KR National Pension Service,Government,Executive
17844,NPS01-AS-KR National Pension Service,Government,FederalNational
17844,NPS01-AS-KR National Pension Service,Finance,Entities
18300,Korea Electric Power Corporation,Government,Executive
18300,Korea Electric Power Corporation,Government,FederalNational
18300,Korea Electric Power Corporation,EnergyAndUtility,
45984,DIRS-AS-KR Dongnam Institute of Radiologycal Sciences,EducationalResearch,ResearchInstitutes
45984,DIRS-AS-KR Dongnam Institute of Radiologycal Sciences,Government,Executive
45984,DIRS-AS-KR Dongnam Institute of Radiologycal Sciences,Government,StateProvince
45984,DIRS-AS-KR Dongnam Institute of Radiologycal Sciences,Health,Hospitals
10044,RDA-AS-KR Rural Development Administration RDA,Government,Executive
10044,RDA-AS-KR Rural Development Administration RDA,Government,FederalNational
131097,KEAD-AS-KR KEAD,Government,Executive
131097,KEAD-AS-KR KEAD,Government,FederalNational
58313,"Misaka Network, Inc. (UK)",ContentProvider,Hosting
30786,Swisscom Directories AG,ContentProvider,Hosting
30786,Swisscom Directories AG,Enterprise,Technology
142596,Cloudtronics,Enterprise,Technology
270674,WebFiber Telecom,Access,SmallISP
262385,VSAT TELECOMUNICAÇÕES,Access,SmallISP
262385,VSAT TELECOMUNICAÇÕES,Satellite,
269014,VIVEZA TELECOM AS269014,Access,SmallISP
264900,RJNET Telecomunicacoes Ltda ME,Access,SmallISP
269491,ShalomNET,Access,SmallISP
398230,RTEBB-NET1,Access,SmallISP
203421,Baltic Broadband,Access,SmallISP
271466,UC Telecom,Access,SmallISP
50224,MythicalKitten,Personal,
198498,Dolnet Group,Access,SmallISP
212794,Gardener on Metal,Enterprise,Technology
202975,Teknonet,Access,SmallISP
268525,E3 Telecom,Access,SmallISP
271366,SMART TECNOLOGIAS E SOLUÇÕES APLICADAS,Enterprise,Technology
41379,Nationwide Telephone Assistance Ltd,Enterprise,Technology
211407,PT Perwira Media Solusi,ContentProvider,Hosting
264153,Cable.com Telecomunicações,Access,SmallISP
63778,BGPNAP2,EducationalResearch,ResearchInstitutes
131944,KADOKAWA CORPORATION,Enterprise,Entertainment
131944,KADOKAWA CORPORATION,Enterprise,Technology
205279,Montel Telecom,Access,SmallISP
205279,Montel Telecom,Mobile,
269673,LIBERCOM TECNOLOGIA EM COMUNICACAO,Access,SmallISP
265740,SURNET WISP,Personal,
209336,GBWS,Enterprise,Technology
25094,CTIE,Government,Executive
25094,CTIE,Government,FederalNational
133869,SalesForce.com AS133869,ContentProvider,Hosting
133869,SalesForce.com AS133869,Enterprise,Technology
202886,BRET Wilfried,Personal,
50061,PricewaterhouseCoopers DE,Enterprise,Technology
50061,PricewaterhouseCoopers DE,Finance,Entities
24122,BDCOM Online,Access,SmallISP
24122,BDCOM Online,Enterprise,Technology
211048,ISC F-ROOT TAS1,DNS,Roots
133968,Logon Broadband,Access,SmallISP
22180,PRECISIONIT,Enterprise,Technology
35206,NovaTrend Services GmbH,ContentProvider,Hosting
38755,Badan Pusat Statistik,Government,Executive
38755,Badan Pusat Statistik,Government,FederalNational
38755,Badan Pusat Statistik,Government,Agencies
210464,API VERSA OU - AS210464,ContentProvider,Hosting
200303,LUMASERV,ContentProvider,Hosting
141617,Topindo Solusi Komunika,Enterprise,Technology
48850,EPIX.Warszawa-KIX,IXP,
135775,Proline Datatech Services,Access,SmallISP
152756,PT Jaringan Universal Online Solusindo,Access,SmallISP
199995,Omega Telecom,Access,SmallISP
199995,Omega Telecom,Transit,Regional
133616,Beachhead Group,Enterprise,Technology
28054,ISC F-ROOT SXM1,DNS,Roots
28054,ISC F-ROOT SXM1,DNS,ANS
263584,Wanhouse Soluções em Tecnologia,Access,SmallISP
24789,Rostelecom Novgorod,Access,SmallISP
24789,Rostelecom Novgorod,Mobile,
24789,Rostelecom Novgorod,Government,Executive
24789,Rostelecom Novgorod,Government,FederalNational
31079,Liberty Global International,Access,LargeISP
31079,Liberty Global International,Enterprise,Technology
270581,JET NETWORK,Access,SmallISP
135378,Trust Axiata Digital Limited,Enterprise,Technology
198184,NEXTO,ContentProvider,Hosting
271626,LF Telecom,Access,SmallISP
132048,PowerDNS [AnyCast],DNS,ANS
132048,PowerDNS [AnyCast],Enterprise,Technology
10352,WCTC,Access,SmallISP
206361,TamaNET,Access,SmallISP
206361,TamaNET,ContentProvider,Hosting
206072,KAJETAN,Personal,
200857,Dissidence,Personal,
1127,SURF Network Maintainer,Cooperatives,
147152,PT Asli Isoae Solusine,Enterprise,Technology
31767,SMITH SECKMAN REID,Enterprise,IndustrialManufacturing
31767,SMITH SECKMAN REID,Enterprise,Technology
139450,PT. DIDANATANECA ANUGERAH SEJAHTERA,Access,SmallISP
10104,BVKCOMPUTER-AS-AP,Personal,
202373,Stadtwerke Rostock,EnergyAndUtility,
57653,Central Technology Ltd,ContentProvider,Hosting
57653,Central Technology Ltd,Enterprise,Technology
272863,Cable Familia,Enterprise,Entertainment
272863,Cable Familia,TvRadioCulturalAmenities,
38011,GBSL-AS-BD,Access,SmallISP
64238,DNS-OARC,EducationalResearch,ResearchInstitutes
13424,Intercity,Enterprise,Technology
262312,VEX TELECOM SERVIÇOS DE TELECOMUNICAÇÃO LTDA,Access,SmallISP
268313,Fernandes & Rodrigues Consultores Associados,Enterprise,Technology
37576,Zanlink Ltd,Access,SmallISP
150570,On2Cloud IT SERVICES,Enterprise,Technology
60524,Lebanese Armed Forces,Government,Executive
60524,Lebanese Armed Forces,Government,FederalNational
60524,Lebanese Armed Forces,LawEnforcement,
266009,T2web,Transit,Domestic
135301,iQ3,Enterprise,Technology
28349,TVC Tupa,Access,SmallISP
134654,Datautama Dinamika NAP,Access,SmallISP
134654,Datautama Dinamika NAP,Transit,Domestic
28100,Cooperativa Villa del Rosario (Coovilros),Access,SmallISP
28100,Cooperativa Villa del Rosario (Coovilros),EnergyAndUtility,
28100,Cooperativa Villa del Rosario (Coovilros),Cooperatives,
135244,Kedia Internet,Access,SmallISP
55957,"CCTV international network Co., LTD",TvRadioCulturalAmenities,
15706,Sudatel Telecom Group,Access,LargeISP
201680,Ministry of Communication and Information Technology - Qatar,Government,Executive
201680,Ministry of Communication and Information Technology - Qatar,Government,FederalNational
201680,Ministry of Communication and Information Technology - Qatar,Government,Agencies
199338,Adam Ryszewski AR-NET,Access,SmallISP
140399,HSPIX,IXP,
15033,Xpressbet IT,Enterprise,Entertainment
213216,LuxChan,Enterprise,Technology
141362,Thai Name Server Co.,DNS,ccTLD
141362,Thai Name Server Co.,Enterprise,Technology
53049,IOLNET,Access,SmallISP
53049,IOLNET,Mobile,
141180,HUAWEI INTERNATIONAL,Enterprise,IndustrialManufacturing
141180,HUAWEI INTERNATIONAL,Enterprise,Technology
268146,PKNET SERVICOS DE TELECOMUNICACOES LTDA,Access,SmallISP
3594,RAIN1,EducationalResearch,Schools
199104,Deutsche Bank AG Poland,Finance,Bank
37663,CINX Operations/Route Collector,IXP,
30373,Business Only Broadband,Access,SmallISP
271694,MANALINK PROVEDOR DE INTERNET,Access,SmallISP
327932,CONNECTIS-DATA ANGOLA,Access,SmallISP
138699,ByteDance AS138699,Enterprise,Entertainment
140457,Ikhlas Cipta Teknologi,Access,SmallISP
40992,MAREX,Finance,Entities
273024,273024,Access,SmallISP
17547,M1 Net Ltd,Access,SmallISP
17547,M1 Net Ltd,Mobile,
35871,Reynolds Communications,Access,SmallISP
207684,BAJTNET,Access,SmallISP
207684,BAJTNET,Mobile,
199976,DUNE TECHNOLOGY,Enterprise,Technology
262500,BS2 Sistemas para Internet Ltda,ContentProvider,Hosting
199064,QWANT,Enterprise,Technology
400517,Linespeed,Enterprise,Technology
44901,BelCloud Ltd.,Transit,Global
214498,McLarenApplied,Enterprise,IndustrialManufacturing
214498,McLarenApplied,Enterprise,Technology
133253,Kremlin Tech Ventures,Enterprise,Technology
62035,Byteworks GmbH,ContentProvider,Hosting
62035,Byteworks GmbH,Enterprise,Technology
131931,Aomori Cable TV,TvRadioCulturalAmenities,
25133,McLaut-Invest,Access,SmallISP
263126,XMAX TELECOM,Access,SmallISP
15072,Netriplex Corporation,DNS,ANS
264857,LE FAVI DANIEL OSVALDO,Access,SmallISP
134138,AXONVX,Enterprise,Technology
26554,US Signal,ContentProvider,Hosting
146847,BRISKCOM INFOWAY,Access,SmallISP
48487,LoVo,Access,SmallISP
36119,"imeem, inc.",Enterprise,Entertainment
39202,Global Radio,TvRadioCulturalAmenities,
267320,PRIME SERVICOS DE COMUNICACAO LTDA,Access,SmallISP
273794,TERA CORPORATION TELECOMUNICACOES EIRELI,Enterprise,Technology
262968,4B Digital Ltda,Enterprise,Technology
38200,BTS Communications,Access,SmallISP
63212,TahoeIX Route Servers,IXP,
201273,CUBEquadrat,Enterprise,Technology
37412,The Packet Hub,Enterprise,Technology
329174,Swift Broadband Limited,Access,SmallISP
152080,Fixy Sinergi Nusantara,Enterprise,Technology
48987,JYANG Net,Personal,
59147,Drupadi Prima,ContentProvider,Hosting
205675,Hybrid Adtech Germany,Enterprise,Technology
269064,MULTICOM INTERNET,Access,SmallISP
58436,SecureAX,ContentProvider,Hosting
398846,LOGIS,ContentProvider,Hosting
398846,LOGIS,Enterprise,Technology
39397,Az.StarNet,Access,SmallISP
39397,Az.StarNet,ContentProvider,Hosting
271595,FIBER SYS TELECOM,Access,SmallISP
149365,Java Kreasindo Bersama,ContentProvider,Hosting
149365,Java Kreasindo Bersama,Enterprise,Technology
132394,OpusV,Enterprise,Technology
273664,NP SOLUCOES EM TI LTDA,Enterprise,Technology
24657,Dokumenta,Enterprise,Technology
263524,Ciabrasnet - Central Brasileira de Internet Ltda,Access,SmallISP
59155,INETKU,Access,SmallISP
38186,Forewin Telecom Group Limited,ContentProvider,Hosting
38186,Forewin Telecom Group Limited,Enterprise,Technology
199837,Connetical Srl,Access,SmallISP
397585,"Tech and Networks Solutions, LLC",Enterprise,Technology
200556,Ethan Cady,Personal,
267905,PERES RAMOS WILLIAN (GIGABIT INTERNET),Access,SmallISP
265672,ALCOM SPA,Access,SmallISP
262150,EPEC (Empresa Provincial de Energía de Córdoba) Telecomunicaciones,Government,Executive
262150,EPEC (Empresa Provincial de Energía de Córdoba) Telecomunicaciones,Government,StateProvince
262150,EPEC (Empresa Provincial de Energía de Córdoba) Telecomunicaciones,EnergyAndUtility,
197075,Active Network S.p.A.,Access,SmallISP
35940,Ninja-IX Looking Glass,IXP,
60653,FEEDLY-DEVHD,Enterprise,Technology
37682,Tizeti Network,Access,SmallISP
149251,Froze Communications,Access,SmallISP
212606,DiPocket,Enterprise,Technology
263922,SPEED TURBO TELECOM,Access,SmallISP
269258,NETBOX TELECOM EIRELI - ME,Access,SmallISP
812,ROGERS-COMMUNICATIONS,Access,LargeISP
812,ROGERS-COMMUNICATIONS,Transit,Regional
812,ROGERS-COMMUNICATIONS,Mobile,
203529,Florian BLANCHET,Personal,
63602,China Internet Exchange(CNIX) Route Servers,IXP,
18568,Bidtellect,Enterprise,Ecommerce
210882,TiZu Tech,Personal,
272061,CROSS CONNECT LAC,Access,SmallISP
24889,Monzoon Networks AG,Access,SmallISP
46032,Fastel Sarana Indonesia ISP GLOBENET,Access,SmallISP
47559,VOIXP Route Servers,IXP,
18041,Taiwan Digital Streaming Co.,ContentProvider,Hosting
149854,Aichgati Online,Access,SmallISP
31958,"NGNSYS, LLC",Enterprise,Ecommerce
210654,Des Capital B.V.,Finance,Entities
263103,VivaNet Informatica - LTDA,Access,SmallISP
35104,Kaztranscom,Access,SmallISP
138040,DNSVAULT,DNS,ANS
263248,GCI Service Provider,Access,SmallISP
263248,GCI Service Provider,Enterprise,Technology
18062,GRid And Next GEneration NETwork,Access,SmallISP
18062,GRid And Next GEneration NETwork,ContentProvider,Hosting
9908,Hong Kong Cable Television Limited,TvRadioCulturalAmenities,
33876,Dominios,ContentProvider,Hosting
133217,AFOYI-AS-AP,Enterprise,Technology
142115,Hong Kong Cable TV,Access,LargeISP
22772,Login,Enterprise,Technology
26621,FEROGLIO JULIA ELENA,Personal,
267777,FUTURE SOLUTIONS DEVELOPMENT,Access,SmallISP
267777,FUTURE SOLUTIONS DEVELOPMENT,Enterprise,Technology
199449,netkomplanet,Access,SmallISP
199449,netkomplanet,Mobile,
213002,Domainhizmetleri-Com,ContentProvider,Hosting
213002,Domainhizmetleri-Com,Enterprise,Technology
57508,Alza,ContentProvider,Hosting
57508,Alza,Enterprise,Technology
135228,Vardha Info Tech,Enterprise,Technology
400476,Tailscale Inc.,Enterprise,Technology
15966,Emango Internet Services,ContentProvider,Hosting
15966,Emango Internet Services,Enterprise,Technology
58369,Fiber Networks Indonesia,Access,SmallISP
200779,DE-CIX MAPS Amsterdam Route Servers,IXP,
197131,Ketnet Telecom Ltd,Access,SmallISP
197131,Ketnet Telecom Ltd,Enterprise,Technology
28181,MASTER TELECOM LTDA ME,Access,SmallISP
28181,MASTER TELECOM LTDA ME,Mobile,
31122,Viatel Ireland,ContentProvider,Hosting
31122,Viatel Ireland,Enterprise,Technology
263378,FOKUSNET PROVEDOR DE INTERNET,Access,SmallISP
199364,RAX,ContentProvider,Hosting
199364,RAX,Enterprise,Technology
265851,MJL NETWORK,Access,SmallISP
42437,T2 Rostov-on-Don,Access,SmallISP
42437,T2 Rostov-on-Don,Mobile,
42437,T2 Rostov-on-Don,Government,Executive
42437,T2 Rostov-on-Don,Government,FederalNational
272268,Atar Net,Access,SmallISP
269314,GIACOMETTI & GIACOMETTI,Access,SmallISP
63791,doornoc,EducationalResearch,University
12479,Orange Spain,Access,LargeISP
12479,Orange Spain,Transit,Domestic
12479,Orange Spain,Mobile,
269714,Vipfiber Telecom Ltda,Access,SmallISP
62693,SpotXchange DEN,ContentProvider,Hosting
62693,SpotXchange DEN,Enterprise,Ecommerce
211750,MC-Node,ContentProvider,Hosting
18733,ZENIMAXMEDIA,ContentProvider,Hosting
18733,ZENIMAXMEDIA,Enterprise,Entertainment
28130,Certto Telecomunicações,Access,SmallISP
137087,Sb Networks,Access,SmallISP
137087,Sb Networks,ContentProvider,Hosting
264550,M H SAT SERVIÇOS EM TELECOMUNICAÇÕES,Access,SmallISP
397795,The Fire Horn,Enterprise,IndustrialManufacturing
27775,TeleSur Suriname,Access,SmallISP
27775,TeleSur Suriname,Mobile,
27775,TeleSur Suriname,Government,Executive
27775,TeleSur Suriname,Government,FederalNational
27775,TeleSur Suriname,DNS,ccTLD
269354,NDD TELECOM - SERVICOS DE COMUNICACOES,Access,SmallISP
38644,KANDANET,IXP,
64131,GLOBALCONNECT,Access,SmallISP
264886,GD NET SOLUTION,Access,SmallISP
202199,Bradley James King,Personal,
395400,University of Guam,EducationalResearch,University
395400,University of Guam,Government,Executive
395400,University of Guam,Government,FederalNational
271673,ASN271673 (ST NET TELECOM),Access,SmallISP
3300,British Telecom GIIB,Access,LargeISP
3300,British Telecom GIIB,Transit,Global
3300,British Telecom GIIB,Mobile,
21296,Pricewaterhouse Coopers Services UK,Enterprise,Technology
21296,Pricewaterhouse Coopers Services UK,Finance,Entities
210091,KeenSystems,Access,SmallISP
40193,Trit Networks,Access,SmallISP
269918,"SISTEMAS TELCORP, C.A.",Access,SmallISP
269918,"SISTEMAS TELCORP, C.A.",Satellite,
328537,Super Group,Enterprise,IndustrialManufacturing
56654,Infinity Telecom SRL,Access,SmallISP
56654,Infinity Telecom SRL,ContentProvider,Hosting
215743,PONGPONG NETWORK LTD,ContentProvider,Hosting
136530,Ultranet Communications,Access,SmallISP
273890,NAP VE - Transit,IXP,
44407,Linkt,Enterprise,Technology
207609,Sepehr Ahmadi,ContentProvider,Hosting
207609,Sepehr Ahmadi,Enterprise,Technology
200730,BAKCHOD Network,Personal,
269631,AFC INFORMATICA & INTERNET,Access,SmallISP
327875,KINIX Ops,IXP,
17773,"UPNET Technologies Co., Ltd",Access,SmallISP
137669,Asg Telecom,Access,SmallISP
49368,DomoLAN,Access,SmallISP
25735,Sloth Networks,ContentProvider,Hosting
267567,ALPHANET,Access,SmallISP
393290,Teleperformance Group,Enterprise,Technology
136377,Linkwave Technologies Pvt. Ltd.,Access,SmallISP
204588,Protegion (Rapyd Europe hf.),Enterprise,Technology
204588,Protegion (Rapyd Europe hf.),Finance,Entities
141870,GV REDDY BROADBAND SERVICES,Access,SmallISP
6540,"Path Network, Inc. (AS6540)",ContentProvider,Hosting
6540,"Path Network, Inc. (AS6540)",Enterprise,Technology
55403,Digital Solutions,Enterprise,Technology
399561,RTCONN CDN AS399561,ContentProvider,CDN
399561,RTCONN CDN AS399561,Enterprise,Entertainment
26762,Conversant US East,ContentProvider,Hosting
26762,Conversant US East,Enterprise,Technology
14161,LANDOLAKES,Enterprise,IndustrialManufacturing
14161,LANDOLAKES,Cooperatives,
51402,COM-IN Telekommunikation,Access,SmallISP
266430,Victor.net e Link Evolution Telecom,Access,SmallISP
23735,EOL,Access,SmallISP
23735,EOL,Mobile,
23735,EOL,ContentProvider,Hosting
24689,Rosintel,Access,SmallISP
138685,Mahidol Wittayanusorn School,EducationalResearch,Schools
138685,Mahidol Wittayanusorn School,Government,Executive
138685,Mahidol Wittayanusorn School,Government,CityCountyMunicipality
149353,PT. Selaras Citra Artmedia,Access,SmallISP
149353,PT. Selaras Citra Artmedia,Enterprise,Technology
37154,ZAMTEL,Access,SmallISP
37154,ZAMTEL,Mobile,
37154,ZAMTEL,Government,Executive
37154,ZAMTEL,Government,FederalNational
266655,SERVICIOS DE TELECOMUNICACIONES MAS CONECTADOS,Access,SmallISP
266655,SERVICIOS DE TELECOMUNICACIONES MAS CONECTADOS,Mobile,
151358,Finovy Pte. Ltd.,ContentProvider,Hosting
151358,Finovy Pte. Ltd.,Enterprise,Technology
270065,CHILE TV CABLE,Access,SmallISP
266995,Evox Telecom LTDA - ME,Access,SmallISP
35575,Vaioni,Access,SmallISP
35575,Vaioni,Transit,Domestic
31069,LanCity,Access,SmallISP
48288,EWII Bredbånd AS48288,Access,SmallISP
48288,EWII Bredbånd AS48288,EnergyAndUtility,
147066,Fasttel Broadband Pvt. Ltd.,Access,SmallISP
9177,"Mezhdurechensk factory of radio equipment repair, Ltd",Enterprise,IndustrialManufacturing
21981,GOEASTON,Government,Executive
21981,GOEASTON,Government,CityCountyMunicipality
21981,GOEASTON,EnergyAndUtility,
216430,Nikola PHILIP-SINIBALDI,Personal,
395081,MegaIX Toronto Route Servers,IXP,
