asn,arts_entertainment_and_recreation,financial_and_insurance_activities,household_activities,human_health_and_social_work,information_and_communication,manufacturing,public_administration_and_defense,trade_and_repair_of_vehicles,transportation_and_storage,utilities_and_waste_management,agriculture_forestry_and_fishing,mining_and_quarrying,construction,accommodation_and_food_service,real_estate_activities,professional_scientific_and_technical_activities,administrative_and_support_service_activities,education,other_service_activities,extraterritorial_organizations_and_bodies
AS269314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS12479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS269714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS264550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS269354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS64131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS264886,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS202199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS271673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS210091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS40193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS269918,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS136530,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS273890,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS200730,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS269631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS327875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS17773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS137669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS49368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS267567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS136377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS141870,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS51402,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS266430,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24689,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37154,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS266655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS270065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS266995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS35575,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS31069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS147066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS216430,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS199599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS42991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS136311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS150237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS134707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS263586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS268222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS12576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS150286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS131465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS34554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS262595,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS137184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS200899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS199439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS1320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS138629,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS209188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS271949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS137018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS35559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS25698,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS139009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS138038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS135407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS270442,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS25309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS42476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS31210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS49634,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS2593,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24736,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS393523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS13770,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS8695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS394594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS49917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS15669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS20530,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS48586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37780,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS41882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS13094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS44896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS45093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS56931,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS53649,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS54033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS20759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS58146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS49624,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS43268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS48443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS7481,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS26468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62484,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS270849,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS271801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS39607,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS399280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS56393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS57106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS59510,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS210925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS211181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS210461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS207800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS34840,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS272136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS47584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS272852,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS211764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS150190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS150528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS146757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS36090,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS152007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS273881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS401485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS16395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS57463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS53339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS49638,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37431,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37474,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS198391,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS327821,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS39107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37701,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS136754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS46210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14086,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS58137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS60082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23676,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS396515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS17482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS39160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS61600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS139875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14694,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS139136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS50263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS18155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS273575,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS56584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS60812,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS152735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS215157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS214591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS152063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS12684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6621,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS201935,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS26593,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63951,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS15802,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS15757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS20764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37472,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS141721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS41697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9158,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24499,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS395263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS29465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS16637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS36962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS132471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS36974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS15805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS36890,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS20294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS32806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS7474,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6830,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3491,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS4809,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS4837,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS7473,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS1273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS2828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS4637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS11406,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS13348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS10879,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS36092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS132097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS22593,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS45264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS137938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27370,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS132205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS930,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS397883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS36750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS395627,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS400512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS32365,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS394366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3401,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS46692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS46590,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS15562,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS269906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS269766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS267816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS270044,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS263791,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS264808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS263774,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS262222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS267820,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS265687,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS264848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52293,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS266768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS7195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS21738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS47152,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS34927,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS41095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS1239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS7713,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS34549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS4766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS2497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS2516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3462,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38930,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS41327,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63644,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS17676,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS394741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS61690,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS60813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS61513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS60290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS41708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS35519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28631,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
